Team,Season,SponsorName,SponsorIndustry,OriginalSponsorName,CorrectionID,Industry,Key
McLaren,2024,Ecolab,Industrial,Ecolab,,Industrial & Aerospace,ecolab
McLaren,2024,Airwallex,Finance,Airwallex,,Financial Services,airwallex
McLaren,2024,ON Optimum Nutrition,Fitness,ON Optimum Nutrition,,Apparel & Sportswear,onoptimumnutrition
McLaren,2024,Halo ITSM,Technology,Halo ITSM,,Technology,haloitsm
McLaren,2024,Udemy,Education,Udemy,,Business Services,udemy
McLaren,2024,Reiss,Fashion,Reiss,,Luxury & Fashion,reiss
McLaren,2024,Alpinestar,Apparel,Alpinestar,,Apparel & Sportswear,alpinestar
Mercedes,2024,Petronas,Energy/Oil,Petronas,,Energy,petronas
Mercedes,2024,Ineos,Chemicals,Ineos,,Industrial & Aerospace,ineos
Mercedes,2024,CrowdStrike,Cybersecurity,CrowdStrike,,Cybersecurity,crowdstrike
Mercedes,2024,TeamViewer,Technology,TeamViewer,,Technology,teamviewer
Mercedes,2024,UBS,Finance,UBS,,Financial Services,ubs
Mercedes,2024,Snapdragon,Technology,Snapdragon,,Technology,snapdragon
Mercedes,2024,G42,Technology,G42,,Technology,g42
Mercedes,2024,Akkodis,Technology,Akkodis,,Technology,akkodis
Mercedes,2024,IWC Schaffhausen,Luxury Watches,IWC Schaffhausen,,Luxury Watches,iwcschaffhausen
Mercedes,2024,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Mercedes,2024,Solera,Technology,Solera,,Technology,solera
Mercedes,2024,Nuvei,Finance,Nuvei,,Financial Services,nuvei
Mercedes,2024,Einhell,Industrial,Einhell,,Industrial & Aerospace,einhell
Mercedes,2024,AMD,Technology,AMD,,Technology,amd
Mercedes,2024,The Ritz-Carlton,Hospitality,The Ritz-Carlton,,"Travel, Hospitality & Logistics",theritzcarlton
Mercedes,2024,Sherwin Williams,Industrial,Sherwin Williams,,Industrial & Aerospace,sherwinwilliams
Mercedes,2024,Tommy Hilfiger,Fashion,Tommy Hilfiger,,Luxury & Fashion,tommyhilfiger
Mercedes,2024,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Mercedes,2024,Police,Fashion,Police,,Luxury & Fashion,policeeyewear
Mercedes,2024,OZ Racing,Automotive,OZ Racing,,Automotive,ozracing
Mercedes,2024,Endless,Automotive,Endless,,Automotive,endless
Mercedes,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Mercedes,2024,SAP,Technology,SAP,,Technology,sap
Mercedes,2024,WhatsApp,Technology,WhatsApp,,Technology,whatsapp
Mercedes,2024,Luminar,Automotive,Luminar,,Automotive,luminar
RB/AlphaTauri/Toro Rosso,2024,Orlen,Energy/Oil,Orlen,,Energy,orlen
RB/AlphaTauri/Toro Rosso,2024,AlphaTauri,Apparel,AlphaTauri,,Apparel & Sportswear,alphatauri
RB/AlphaTauri/Toro Rosso,2024,Honda,Automotive,Honda,,Automotive,honda
RB/AlphaTauri/Toro Rosso,2024,Epicor,Technology,Epicor,,Technology,epicor
RB/AlphaTauri/Toro Rosso,2024,FlexBox,Technology,FlexBox,,Technology,flexbox
RB/AlphaTauri/Toro Rosso,2024,Randstad,Staffing,Randstad,,Business Services,randstad
RB/AlphaTauri/Toro Rosso,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2024,Ravenol,Energy/Oil,Ravenol,,Energy,ravenol
RB/AlphaTauri/Toro Rosso,2024,P448,Apparel,P448,,Apparel & Sportswear,p448
RB/AlphaTauri/Toro Rosso,2024,Riedel,Technology,Riedel,,Technology,riedel
RB/AlphaTauri/Toro Rosso,2024,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
RB/AlphaTauri/Toro Rosso,2024,XMTrading,Finance,XMTrading,,Financial Services,xmtrading
RB/AlphaTauri/Toro Rosso,2024,Visa,Finance,Visa,,Financial Services,visa
RB/AlphaTauri/Toro Rosso,2024,Cash App,Finance,Cash App,,Financial Services,cashapp
RB/AlphaTauri/Toro Rosso,2024,Hugo,Fashion,Hugo,,Luxury & Fashion,hugo
RB/AlphaTauri/Toro Rosso,2024,Tudor,Luxury Watches,Tudor,,Luxury Watches,tudor
RB/AlphaTauri/Toro Rosso,2024,NEFT Vodka,Beverages/Food,NEFT Vodka,,Food & Beverage,neftvodka
RB/AlphaTauri/Toro Rosso,2024,Piquadro,Fashion,Piquadro,,Luxury & Fashion,piquadro
Red Bull Racing,2024,Oracle,Technology,Oracle,,Technology,oracle
Red Bull Racing,2024,Tag Heuer,Luxury Watches,Tag Heuer,,Luxury Watches,tagheuer
Red Bull Racing,2024,Cash App,Finance,Cash App,,Financial Services,cashapp
Red Bull Racing,2024,Bybit,Crypto/Web3,Bybit,,Crypto & Web3,bybit
Red Bull Racing,2024,Rauch,Beverages/Food,Rauch,,Food & Beverage,rauch
Red Bull Racing,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Red Bull Racing,2024,Mobil 1,Energy/Oil,Mobil 1,,Energy,mobil1
Red Bull Racing,2024,Esso,Energy/Oil,Esso,,Energy,esso
Red Bull Racing,2024,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Red Bull Racing,2024,AT&T,Telecom,AT&T,,Telecom,att
Red Bull Racing,2024,Inter Proteccion,Insurance,Inter Proteccion,,Financial Services,interproteccion
Red Bull Racing,2024,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Red Bull Racing,2024,Telcel,Telecom,Telcel,,Telecom,telcel
Red Bull Racing,2024,Hexagon,Technology,Hexagon,,Technology,hexagon
Red Bull Racing,2024,DMG Mori,Industrial,DMG Mori,,Industrial & Aerospace,dmgmori
Red Bull Racing,2024,Ansys,Technology,Ansys,,Technology,ansys
Red Bull Racing,2024,PWR,Automotive,PWR,,Automotive,pwr
Red Bull Racing,2024,Gold Standard,Finance,Gold Standard,,Financial Services,goldstandard
Red Bull Racing,2024,Armor All,Automotive,Armor All,,Automotive,armorall
Red Bull Racing,2024,Claro,Telecom,Claro,,Telecom,claro
Red Bull Racing,2024,HP/Poly,Technology,HP/Poly,,Technology,hppoly
Red Bull Racing,2024,Built for Athletes,Apparel,Built for Athletes,,Apparel & Sportswear,builtforathletes
Red Bull Racing,2024,Castore,Apparel,Castore,,Apparel & Sportswear,castore
Red Bull Racing,2024,New Era,Apparel,New Era,,Apparel & Sportswear,newera
Red Bull Racing,2024,Athletic Propulsion Labs,Apparel,Athletic Propulsion Labs,,Apparel & Sportswear,athleticpropulsionlabs
Red Bull Racing,2024,BMC,Cycling,BMC,,Apparel & Sportswear,bmc
Red Bull Racing,2024,Blenders,Fashion,Blenders,,Luxury & Fashion,blenders
Red Bull Racing,2024,Hard Rock International,Hospitality,Hard Rock International,,"Travel, Hospitality & Logistics",hardrockinternational
Red Bull Racing,2024,ROKT,Technology,ROKT,,Technology,rokt
Red Bull Racing,2024,Honda,Automotive,Honda,,Automotive,honda
Red Bull Racing,2024,Arctic Wolf,Cybersecurity,Arctic Wolf,,Cybersecurity,arcticwolf
Red Bull Racing,2024,Zoom,Technology,Zoom,,Technology,zoom
Red Bull Racing,2024,CDW,Technology,CDW,,Technology,cdw
Red Bull Racing,2024,Sparco,Automotive,Sparco,,Automotive,sparco
Red Bull Racing,2024,Sui,Crypto/Web3,Sui,,Crypto & Web3,sui
Red Bull Racing,2024,Visa,Finance,Visa,,Financial Services,visa
Red Bull Racing,2024,Heineken,Beverages/Food,Heineken,,Food & Beverage,heineken
Red Bull Racing,2024,Patron,Beverages/Food,Patron,,Food & Beverage,patron
Sauber/Alfa Romeo,2024,Acceleron,Industrial,Acceleron,,Industrial & Aerospace,acceleron
Sauber/Alfa Romeo,2024,Code Zero,Apparel,Code Zero,,Apparel & Sportswear,codezero
Sauber/Alfa Romeo,2024,Camozzi,Industrial,Camozzi,,Industrial & Aerospace,camozzi
Sauber/Alfa Romeo,2024,Globeair,Aviation,Globeair,,"Travel, Hospitality & Logistics",globeair
Sauber/Alfa Romeo,2024,Singha,Beverages/Food,Singha,,Food & Beverage,singha
Sauber/Alfa Romeo,2024,Additive Industries,Industrial,Additive Industries,,Industrial & Aerospace,additiveindustries
Sauber/Alfa Romeo,2024,Marelli,Automotive,Marelli,,Automotive,marelli
Sauber/Alfa Romeo,2024,Mitsubishi Electric,Industrial,Mitsubishi Electric,,Industrial & Aerospace,mitsubishielectric
Sauber/Alfa Romeo,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Sauber/Alfa Romeo,2024,Save the Children,Nonprofit,Save the Children,,Other,savethechildren
Sauber/Alfa Romeo,2024,Hyland,Technology,Hyland,,Technology,hyland
Sauber/Alfa Romeo,2024,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Sauber/Alfa Romeo,2024,Rebellion,Luxury Watches,Rebellion,,Luxury Watches,rebellion
Sauber/Alfa Romeo,2024,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Sauber/Alfa Romeo,2024,Socios.com,Crypto/Web3,Socios.com,,Crypto & Web3,socioscom
Sauber/Alfa Romeo,2024,Walter Meier,Industrial,Walter Meier,,Industrial & Aerospace,waltermeier
Sauber/Alfa Romeo,2024,Web Eyewear,Fashion,Web Eyewear,,Luxury & Fashion,webeyewear
Sauber/Alfa Romeo,2024,JigSpace,Technology,JigSpace,,Technology,jigspace
Sauber/Alfa Romeo,2024,Brutsch-Ruegger,Industrial,Brutsch-Ruegger,,Industrial & Aerospace,brutschruegger
Sauber/Alfa Romeo,2024,Riedel,Technology,Riedel,,Technology,riedel
Sauber/Alfa Romeo,2024,MindMaze,Technology,MindMaze,,Technology,mindmaze
Sauber/Alfa Romeo,2024,Stake,Gambling/Betting,Stake,,Other,stake
Sauber/Alfa Romeo,2024,Kick,Media,Kick,,Media & Entertainment,kick
Sauber/Alfa Romeo,2024,Agilis,Technology,Agilis,,Technology,agilis
Sauber/Alfa Romeo,2024,Cielo,Finance,Cielo,,Financial Services,cielo
Sauber/Alfa Romeo,2024,Ciesse Piumini,Apparel,Ciesse Piumini,,Apparel & Sportswear,ciessepiumini
Sauber/Alfa Romeo,2024,Everdome,Crypto/Web3,Everdome,,Crypto & Web3,everdome
Sauber/Alfa Romeo,2024,Georg Fischer,Industrial,Georg Fischer,,Industrial & Aerospace,georgfischer
Sauber/Alfa Romeo,2024,Mascot Workwear,Apparel,Mascot Workwear,,Apparel & Sportswear,mascotworkwear
Sauber/Alfa Romeo,2024,SenseTime,Technology,SenseTime,,Technology,sensetime
Sauber/Alfa Romeo,2024,Seagate,Technology,Seagate,,Technology,seagate
Sauber/Alfa Romeo,2024,WhistlePig,Beverages/Food,WhistlePig,,Food & Beverage,whistlepig
Sauber/Alfa Romeo,2024,FIX Network,Automotive,FIX Network,,Automotive,fixnetwork
Sauber/Alfa Romeo,2024,Sunoco,Energy/Oil,Sunoco,,Energy,sunoco
Sauber/Alfa Romeo,2024,Extreme Networks,Technology,Extreme Networks,,Technology,extremenetworks
Sauber/Alfa Romeo,2024,Lemo,Technology,Lemo,,Technology,lemo
Sauber/Alfa Romeo,2024,Vibratech,Industrial,Vibratech,,Industrial & Aerospace,vibratech
Sauber/Alfa Romeo,2024,Scania,Automotive,Scania,,Automotive,scania
Sauber/Alfa Romeo,2024,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Williams,2024,Gulf,Energy/Oil,Gulf,,Energy,gulf
Williams,2024,Duracell,Consumer Goods,Duracell,,Consumer Goods & Retail,duracell
Williams,2024,Stephens,Finance,Stephens,,Financial Services,stephens
Williams,2024,Dorilton Ventures,Investment,Dorilton Ventures,,Financial Services,doriltonventures
Williams,2024,Michelob Ultra,Beverages/Food,Michelob Ultra,,Food & Beverage,michelobultra
Williams,2024,Financial Times,Media,Financial Times,,Media & Entertainment,financialtimes
Williams,2024,Broadcom Software,Technology,Broadcom Software,,Technology,broadcomsoftware
Williams,2024,PureStream,Technology,PureStream,,Technology,purestream
Williams,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Williams,2024,Crew Clothing Company,Apparel,Crew Clothing Company,,Apparel & Sportswear,crewclothingcompany
Williams,2024,Life Fitness,Fitness,Life Fitness,,Apparel & Sportswear,lifefitness
Williams,2024,SIA,Nonprofit,SIA,,Other,sia
Williams,2024,Kraken,Crypto/Web3,Kraken,,Crypto & Web3,kraken
Williams,2024,Komatsu,Industrial,Komatsu,,Industrial & Aerospace,komatsu
Williams,2024,MyProtein,Fitness,MyProtein,,Apparel & Sportswear,myprotein
Williams,2024,VAST,Technology,VAST,,Technology,vast
Williams,2024,Ingenuity Commerce,Technology,Ingenuity Commerce,,Technology,ingenuitycommerce
Williams,2024,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Alpine/Renault,2025,BWT,Water Technology,BWT,,Industrial & Aerospace,bwt
Alpine/Renault,2025,Renault E-Tech,Automotive,Renault E-Tech,,Automotive,renaultetech
Alpine/Renault,2025,Binance,Crypto/Web3,Binance,,Crypto & Web3,binance
Alpine/Renault,2025,Mobilize Financial Services,Finance,Mobilize Financial Services,,Financial Services,mobilizefinancialservices
Alpine/Renault,2025,Microsoft,Technology,Microsoft,,Technology,microsoft
Alpine/Renault,2025,Sprinklr,Technology,Sprinklr,,Technology,sprinklr
Alpine/Renault,2025,Boeing,Aerospace,Boeing,,Industrial & Aerospace,boeing
Alpine/Renault,2025,Delphi,Automotive,Delphi,,Automotive,delphi
Alpine/Renault,2025,Eurodatacar,Technology,Eurodatacar,,Technology,eurodatacar
Alpine/Renault,2025,Shamir,Consumer Goods,Shamir,,Consumer Goods & Retail,shamir
Alpine/Renault,2025,3D Systems,Technology,3D Systems,,Technology,3dsystems
Alpine/Renault,2025,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Alpine/Renault,2025,Matrix,Technology,Matrix,,Technology,matrix
Alpine/Renault,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Alpine/Renault,2025,Roland,Technology,Roland,,Technology,roland
Alpine/Renault,2025,Track Racer,Consumer Goods,Track Racer,,Consumer Goods & Retail,trackracer
Alpine/Renault,2025,Canel’s,Beverages/Food,Canel’s,,Food & Beverage,canels
Alpine/Renault,2025,businesssolver,Technology,businesssolver,,Technology,businesssolver
Alpine/Renault,2025,XBOX,Gaming,XBOX,,Media & Entertainment,xbox
Alpine/Renault,2025,mntn,Technology,mntn,,Technology,mntn
Alpine/Renault,2025,Qatar Airways,Aviation,Qatar Airways,,"Travel, Hospitality & Logistics",qatarairways
Alpine/Renault,2025,H Moser & Cie,Luxury Watches,H Moser & Cie,,Luxury Watches,hmosercie
Alpine/Renault,2025,Eni,Energy/Oil,Eni,,Energy,eni
Alpine/Renault,2025,MSC Cruises,Hospitality,MSC Cruises,,"Travel, Hospitality & Logistics",msccruises
Alpine/Renault,2025,R5 Turbo 3E,Automotive,R5 Turbo 3E,,Automotive,r5turbo3e
Alpine/Renault,2025,Arctic Monkey,Beverages/Food,Arctic Monkey,,Food & Beverage,arcticmonkey
Alpine/Renault,2025,ApeCoin,Crypto/Web3,ApeCoin,,Crypto & Web3,apecoin
Alpine/Renault,2025,Banco BRB,Finance,Banco BRB,,Financial Services,bancobrb
Alpine/Renault,2025,Castore,Apparel,Castore,,Apparel & Sportswear,castore
Alpine/Renault,2025,INFINOX,Finance,INFINOX,,Financial Services,infinox
Alpine/Renault,2025,Mercado Libre,Ecommerce,Mercado Libre,,Technology,mercadolibre
Alpine/Renault,2025,Modo Casino,Gambling/Betting,Modo Casino,,Other,modocasino
Alpine/Renault,2025,New Era,Apparel,New Era,,Apparel & Sportswear,newera
Alpine/Renault,2025,Oakberry,Beverages/Food,Oakberry,,Food & Beverage,oakberry
Alpine/Renault,2025,The Venetian Resort,Hospitality,The Venetian Resort,,"Travel, Hospitality & Logistics",thevenetianresort
Alpine/Renault,2025,Lumi,Other,Lumi,,Other,lumi
Alpine/Renault,2025,Jaaq,Other,Jaaq,,Other,jaaq
Alpine/Renault,2025,M-Experiment,Other,M-Experiment,,Other,mexperiment
Alpine/Renault,2025,viagogo,Ticketing,viagogo,,Media & Entertainment,viagogo
Aston Martin/Racing Point/Force India,2025,Cognizant,Technology,Cognizant,,Technology,cognizant
Aston Martin/Racing Point/Force India,2025,Aramco,Energy/Oil,Aramco,,Energy,aramco
Aston Martin/Racing Point/Force India,2025,SentinelOne,Cybersecurity,SentinelOne,,Cybersecurity,sentinelone
Aston Martin/Racing Point/Force India,2025,Citi,Finance,Citi,,Financial Services,citi
Aston Martin/Racing Point/Force India,2025,JCB,Industrial,JCB,,Industrial & Aerospace,jcb
Aston Martin/Racing Point/Force India,2025,NetApp,Technology,NetApp,,Technology,netapp
Aston Martin/Racing Point/Force India,2025,Boss,Fashion,Boss,,Luxury & Fashion,boss
Aston Martin/Racing Point/Force India,2025,Girard Perregaux,Luxury Watches,Girard Perregaux,,Luxury Watches,girardperregaux
Aston Martin/Racing Point/Force India,2025,Bombardier,Aerospace,Bombardier,,Industrial & Aerospace,bombardier
Aston Martin/Racing Point/Force India,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Aston Martin/Racing Point/Force India,2025,TikTok,Media,TikTok,,Media & Entertainment,tiktok
Aston Martin/Racing Point/Force India,2025,Ogio,Travel/Luggage,Ogio,,Luxury & Fashion,ogio
Aston Martin/Racing Point/Force India,2025,Oakley,Fashion,Oakley,,Luxury & Fashion,oakley
Aston Martin/Racing Point/Force India,2025,Stilo,Automotive,Stilo,,Automotive,stilo
Aston Martin/Racing Point/Force India,2025,Velocity Black,Technology,Velocity Black,,Technology,velocityblack
Aston Martin/Racing Point/Force India,2025,Valvoline,Energy/Oil,Valvoline,,Energy,valvoline
Aston Martin/Racing Point/Force India,2025,NexGEN,Technology,NexGEN,,Technology,nexgen
Aston Martin/Racing Point/Force India,2025,Banco Master,Finance,Banco Master,,Financial Services,bancomaster
Aston Martin/Racing Point/Force India,2025,ServiceNow,Technology,ServiceNow,,Technology,servicenow
Aston Martin/Racing Point/Force India,2025,Regent Sea Cruises,Hospitality,Regent Sea Cruises,,"Travel, Hospitality & Logistics",regentseacruises
Aston Martin/Racing Point/Force India,2025,Wolfgang Puck,Hospitality,Wolfgang Puck,,"Travel, Hospitality & Logistics",wolfgangpuck
Aston Martin/Racing Point/Force India,2025,Financial Times,Media,Financial Times,,Media & Entertainment,financialtimes
Aston Martin/Racing Point/Force India,2025,OMP,Automotive,OMP,,Automotive,omp
Aston Martin/Racing Point/Force India,2025,Stichd,Apparel,Stichd,,Apparel & Sportswear,stichd
Aston Martin/Racing Point/Force India,2025,Maaden,Mining,Maaden,,Industrial & Aerospace,maaden
Aston Martin/Racing Point/Force India,2025,Glenfiddich,Beverages/Food,Glenfiddich,,Food & Beverage,glenfiddich
Aston Martin/Racing Point/Force India,2025,Coinbase,Crypto/Web3,Coinbase,,Crypto & Web3,coinbase
Aston Martin/Racing Point/Force India,2025,Pepperstone,Finance,Pepperstone,,Financial Services,pepperstone
Aston Martin/Racing Point/Force India,2025,Circle,Crypto/Web3,Circle,,Crypto & Web3,circle
Aston Martin/Racing Point/Force India,2025,Xerox,Technology,Xerox,,Technology,xerox
Aston Martin/Racing Point/Force India,2025,Arm,Technology,Arm,,Technology,arm
Aston Martin/Racing Point/Force India,2025,Atlas Air,Aviation,Atlas Air,,"Travel, Hospitality & Logistics",atlasair
Aston Martin/Racing Point/Force India,2025,Elemis London,Beauty,Elemis London,,Consumer Goods & Retail,elemislondon
Aston Martin/Racing Point/Force India,2025,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Ferrari,2025,Shell,Energy/Oil,Shell,,Energy,shell
Ferrari,2025,Ray-Ban,Fashion,Ray-Ban,,Luxury & Fashion,rayban
Ferrari,2025,AWS,Technology,AWS,,Technology,aws
Ferrari,2025,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
Ferrari,2025,Ceva Logistics,Logistics,Ceva Logistics,,"Travel, Hospitality & Logistics",cevalogistics
Ferrari,2025,OMR Automotive,Automotive,OMR Automotive,,Automotive,omrautomotive
Ferrari,2025,MAHLE,Automotive,MAHLE,,Automotive,mahle
Ferrari,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Ferrari,2025,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Ferrari,2025,Bell,Automotive,Bell,,Automotive,bell
Ferrari,2025,SKF,Industrial,SKF,,Industrial & Aerospace,skf
Ferrari,2025,VistaJet,Aviation,VistaJet,,"Travel, Hospitality & Logistics",vistajet
Ferrari,2025,NGK Spark Plugs,Automotive,NGK Spark Plugs,,Automotive,ngksparkplugs
Ferrari,2025,Brembo,Automotive,Brembo,,Automotive,brembo
Ferrari,2025,Riedel,Technology,Riedel,,Technology,riedel
Ferrari,2025,Iveco,Automotive,Iveco,,Automotive,iveco
Ferrari,2025,ManPower Group,Staffing,ManPower Group,,Business Services,manpowergroup
Ferrari,2025,Technogym,Fitness,Technogym,,Apparel & Sportswear,technogym
Ferrari,2025,Garrett,Automotive,Garrett,,Automotive,garrett
Ferrari,2025,Giorgio Armani,Fashion,Giorgio Armani,,Luxury & Fashion,giorgioarmani
Ferrari,2025,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Ferrari,2025,VGW Play,Gambling/Betting,VGW Play,,Other,vgwplay
Ferrari,2025,Genesys,Technology,Genesys,,Technology,genesys
Ferrari,2025,Bitdefender,Cybersecurity,Bitdefender,,Cybersecurity,bitdefender
Ferrari,2025,HCL Software,Technology,HCL Software,,Technology,hclsoftware
Ferrari,2025,ZCG,Finance,ZCG,,Financial Services,zcg
Ferrari,2025,Bang & Olufsen,Consumer Electronics,Bang & Olufsen,,Technology,bangolufsen
Ferrari,2025,Ecopol,Industrial,Ecopol,,Industrial & Aerospace,ecopol
Ferrari,2025,Ohlins,Automotive,Ohlins,,Automotive,ohlins
Ferrari,2025,DXC Technology,Technology,DXC Technology,,Technology,dxctechnology
Ferrari,2025,Peroni,Beverages/Food,Peroni,,Food & Beverage,peroni
Ferrari,2025,Philip Morris International,Tobacco,Philip Morris International,,Other,philipmorrisinternational
Ferrari,2025,Celsius,Beverages/Food,Celsius,,Food & Beverage,celsius
Ferrari,2025,HP,Technology,HP,,Technology,hp
Ferrari,2025,UniCredit,Finance,UniCredit,,Financial Services,unicredit
Ferrari,2025,Ambipar,Environmental Services,Ambipar,,Industrial & Aerospace,ambipar
Ferrari,2025,Chivas Regal,Beverages/Food,Chivas Regal,,Food & Beverage,chivasregal
Ferrari,2025,Espacto,Other,Espacto,,Other,espacto
Ferrari,2025,Vantage,Finance,Vantage,,Financial Services,vantage
Ferrari,2025,IBM,Technology,IBM,,Technology,ibm
Haas,2025,Haas Automation,Industrial,Haas Automation,,Industrial & Aerospace,haasautomation
Haas,2025,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Haas,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Haas,2025,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Haas,2025,Taittinger,Beverages/Food,Taittinger,,Food & Beverage,taittinger
Haas,2025,Tricorp Workwear,Apparel,Tricorp Workwear,,Apparel & Sportswear,tricorpworkwear
Haas,2025,MoneyGram,Finance,MoneyGram,,Financial Services,moneygram
Haas,2025,Haas Tooling,Industrial,Haas Tooling,,Industrial & Aerospace,haastooling
Haas,2025,Travis Mathew,Apparel,Travis Mathew,,Apparel & Sportswear,travismathew
Haas,2025,Play & Go,Gaming,Play & Go,,Media & Entertainment,playgo
Haas,2025,MGM Rewards,Hospitality,MGM Rewards,,"Travel, Hospitality & Logistics",mgmrewards
Haas,2025,New Era,Apparel,New Era,,Apparel & Sportswear,newera
Haas,2025,Toyota Gazoo Racing,Automotive,Toyota Gazoo Racing,,Automotive,toyotagazooracing
Haas,2025,CommScope,Technology,CommScope,,Technology,commscope
Haas,2025,Mphasis,Technology,Mphasis,,Technology,mphasis
Haas,2025,Orion180,Insurance,Orion180,,Financial Services,orion180
Haas,2025,Ruckus,Technology,Ruckus,,Technology,ruckus
Haas,2025,UChicago Medicine,Healthcare,UChicago Medicine,,Other,uchicagomedicine
McLaren,2025,British-American Tobacco (A Better Tomorrow),Tobacco,British-American Tobacco (A Better Tomorrow),,Other,britishamericantobaccoabettertomorrow
McLaren,2025,Splunk,Technology,Splunk,,Technology,splunk
McLaren,2025,Dell Technologies,Technology,Dell Technologies,,Technology,delltechnologies
McLaren,2025,Alteryx,Technology,Alteryx,,Technology,alteryx
McLaren,2025,Smartsheet,Technology,Smartsheet,,Technology,smartsheet
McLaren,2025,Medallia,Technology,Medallia,,Technology,medallia
McLaren,2025,Arrow Electronics,Technology,Arrow Electronics,,Technology,arrowelectronics
McLaren,2025,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
McLaren,2025,Hilton,Hospitality,Hilton,,"Travel, Hospitality & Logistics",hilton
McLaren,2025,Unilever,Consumer Goods,Unilever,,Consumer Goods & Retail,unilever
McLaren,2025,FxPro,Finance,FxPro,,Financial Services,fxpro
McLaren,2025,Deloitte,Professional Services,Deloitte,,Business Services,deloitte
McLaren,2025,TUMI,Fashion,TUMI,,Luxury & Fashion,tumi
McLaren,2025,CNBC,Media,CNBC,,Media & Entertainment,cnbc
McLaren,2025,Ashurst,Legal,Ashurst,,Business Services,ashurst
McLaren,2025,Stratasys,Technology,Stratasys,,Technology,stratasys
McLaren,2025,KAUST,Education,KAUST,,Business Services,kaust
McLaren,2025,New Era,Apparel,New Era,,Apparel & Sportswear,newera
McLaren,2025,FAI Aviation Group,Aviation,FAI Aviation Group,,"Travel, Hospitality & Logistics",faiaviationgroup
McLaren,2025,Cisco,Technology,Cisco,,Technology,cisco
McLaren,2025,AkzoNobel-Sikkens,Industrial,AkzoNobel-Sikkens,,Industrial & Aerospace,akzonobelsikkens
McLaren,2025,Castore,Apparel,Castore,,Apparel & Sportswear,castore
McLaren,2025,SunGod,Fashion,SunGod,,Luxury & Fashion,sungod
McLaren,2025,Google/Chrome,Technology,Google/Chrome,,Technology,googlechrome
McLaren,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
McLaren,2025,OKX,Crypto/Web3,OKX,,Crypto & Web3,okx
McLaren,2025,Android,Technology,Android,,Technology,android
McLaren,2025,DP World,Logistics,DP World,,"Travel, Hospitality & Logistics",dpworld
McLaren,2025,Jack Daniels,Beverages/Food,Jack Daniels,,Food & Beverage,jackdaniels
McLaren,2025,DeWalt,Industrial,DeWalt,,Industrial & Aerospace,dewalt
McLaren,2025,K-Swiss,Apparel,K-Swiss,,Apparel & Sportswear,kswiss
McLaren,2025,Monster Energy,Beverages/Food,Monster Energy,,Food & Beverage,monsterenergy
McLaren,2025,Salesforce,Technology,Salesforce,,Technology,salesforce
McLaren,2025,Estrella Galicia,Beverages/Food,Estrella Galicia,,Food & Beverage,estrellagalicia
McLaren,2025,Dropbox,Technology,Dropbox,,Technology,dropbox
McLaren,2025,Workday,Technology,Workday,,Technology,workday
McLaren,2025,Ecolab,Industrial,Ecolab,,Industrial & Aerospace,ecolab
McLaren,2025,Airwallex,Finance,Airwallex,,Financial Services,airwallex
McLaren,2025,ON Optimum Nutrition,Fitness,ON Optimum Nutrition,,Apparel & Sportswear,onoptimumnutrition
McLaren,2025,Halo ITSM,Technology,Halo ITSM,,Technology,haloitsm
McLaren,2025,Udemy,Education,Udemy,,Business Services,udemy
McLaren,2025,Reiss,Fashion,Reiss,,Luxury & Fashion,reiss
McLaren,2025,Alpinestar,Apparel,Alpinestar,,Apparel & Sportswear,alpinestar
McLaren,2025,Mastercard,Finance,Mastercard,,Financial Services,mastercard
McLaren,2025,Allwyn,Gambling/Betting,Allwyn,,Other,allwyn
